loan_word,original_word
Stemper,Stemper
Stengel,Stengel
Sterkel,Sterkel
Stettner,Stettner
Steuber,Steuber
Stevener,Stevener
Stichter,Stichter
Stief,Stief
Stieglitz,Stieglitz
Stiehl,Stiehl
Stifter,Stifter
Stirnweis,Stirnweis
Stoffregen,Stoffregen
stoichiometry,Stöchiometrie
Stolberg,Stolberg
stollen,Stollen
stolperstein,Stolperstein
Stopp,Stopp
Storch,Storch
Stork,Stork
stoss,stoss-
Stover,Stöver
strafe,strafe
strahlstein,Strahlstein
Strasser,Strasser
Strassner,Strassner
Strauss,Strauss
Strehle,Strehle
streusel,Streusel
Streuselkuchen,Streuselkuchen
Strickling,Strickling
Stroh,Stroh
Strohmeyer,Strohmeyer
Strole,Ströle
stroll,strollen
Strothmann,Strothmann
strudel,Strudel
Strupp,Strupp
Stuckert,Stuckert
Stuka,Stuka
Sturm,Sturm
Sturm und Drang,Sturm und Drang
Sturmabteilung,Sturmabteilung
subimago,Subimago
Sudbeck,Südbeck
Sudeten,Sudeten-
Sudler,Sudler
Suffixaufnahme,Suffixaufnahme
Sulser,Sulser
Sunderman,Sundermann
Supan,Supan
Susskind,Süsskind
sussreserve,Süßreserve
Sutor,Sutor
swindler,Schwindler
Sydow,Sydow
Szekler,Szekler
tagwerk,Tagwerk
Tannenbaum,Tannenbaum
Tanzer,Tanzer
Tanzhaus,Tanzhaus
Tatzel,Tatzel
Tatzelwurm,Tatzelwurm
Tauer,Tauer
Tegel,Tegel
Tegetmeier,Tegetmeier
Teitel,Teitel
teleophobia,Teleophobie
Tempelhof,Tempelhof
tensor,Tensor
terminology,Terminologie
teschenite,Teschen
Teschner,Teschner
Tess,Tess
Teufel,Teufel
Teutonic Order,Deutscher Orden
Teutsch,Teutsch
Tewes,Tewes
Thaler,Thaler
thalweg,Thalweg
Theiler,Theiler
Theisen,Theisen
Theiss,Theiss
Thier,Thier
Thiesen,Thiesen
Thul,Thul
Thull,Thull
Thum,Thum
Tiemeyer,Tiemeyer
Timme,Timme
Timmermann,Timmermann
Tisch,Tisch
Tjaden,Tjaden
Todt,Todt
Toebe,Töbe
Toerpe,Törpe
"toi, toi, toi",toi
Top,Top
Tornow,Tornow
torte,Torte
Totenkopf,Totenkopf
Totter,Totter
Trabant,Trabant
Trachsel,Trachsel
Trachtenberg,Trachtenberg
Trageser,Trageser
transvestite,Transvestitismus
Traugott,Traugott
Trausch,Trausch
Trautwein,Trautwein
treff,Treff
Treinen,Treinen
Treml,Treml
treppe,Treppe
Tress,Tress
Treu,Treu
Trier,Trier
triskeles,Triskeles
Trogen,Trogen
trommel,Trommel
Troost,Troost
Tropp,Tropp
Trost,Trost
trub,trüb
Trump,Trump
Trumper,Trümper
Trunk,Trunk
tryptophan,Tryptophan
Tübingen,Tübingen
Turck,Turck
twen,Twen
Ubben,Ubben
uber,über-
übermensch,Übermensch
Uecker,Uecker
Ulmer,Ulmer
Umlauf,Umlauf
umlaut,Umlaut
Umwelt,Umwelt
unberufen,unberufen
Undine,Undine
unheimlich,unheimlich
unke,Unke
unken,Unke
unkenreflex,Unkenreflex
Unkenreflex,Unkenreflex
Untermensch,Untermensch
untermensch,Untermensch
ur-continent,Urkontinent
ur-ocean,Urozean
Urbach,Urbach
urbarium,Urbarium
urgrund,Urgrund
urheimat,Urheimat
Urner,Urner
urning,Urning
Urschleim,Urschleim
Ursprache,Ursprache
urstromtal,Urstromtal
Utech,Utech
Utecht,Utecht
utz,uzen
Vaeth,Väth
vagile,vagil
valence,Valenz
Vater,Vater
Vatter,Vatter
Vaupel,Vaupel
Venter,Venter
verboten,verboten
Verfremdungseffekt,Verfremdungseffekt
verstehen,Verstehen
Vesper,Vesper
Vettel,Vettel
Vetter,Vetter
vierling,Vierling
Villwock,Villwock
visier,Visier
Voegeli,Vögeli
Voegelin,Vögelin
Voelcker,Völcker
Voeltz,Völtz
Voelz,Völz
Voge,Vöge
Vogeler,Vogeler
Vogelgesang,Vogelgesang
Vogelpohl,Vogelpohl
Vogelsang,Vogelsang
Vogler,Vogler
Voigt,Voigt
Völkerwanderung,Völkerwanderung
völkisch,völkisch
volkslied,Volkslied
Volkspolizei,Volkspolizei
Volkswagen,Volkswagen
Vollbrecht,Vollbrecht
von Daniken,von Däniken
Von Ruden,Von Ruden
Vonbargen,von Bargen
Vonbehren,Von Behren
vonce,Schwanz
Vopo,Vopo
Vorarlberg,Vorarlberg
vorbeireden,Vorbeireden
Vorlage,Vorlage
vorlage,Vorlage
vorlages,Vorlage
Vorpahl,Vorpahl
Vosberg,Vosberg
Waage,Waage
Wachtel,Wachtel
Waffen-SS,Waffen-SS
Wagenknecht,Wagenknecht
Wahlen,Wahlen
Waldemar,Waldemar
Waldmann,Waldmann
waldrapp,Waldrapp
Waldschmidt,Waldschmidt
waldzither,Waldzither
Wallis,Wallis
Walpurgisnacht,Walpurgisnacht
Walser,Walser
waltz,Walzer
Wand,Wand
wanderjahr,Wanderjahr
wanderjahre,Wanderjahre
wanderlust,Wanderlust
Wanderwort,Wanderwort
Wanderworte,Wanderworte
Wanderwörter,Wanderwörter
Wangerin,Wangerin
Wannemacher,Wannemacher
Wantz,Wantz
Warmuth,Warmuth
Wasmer,Wasmer
Wassen,Wassen
wasserman,Wasserman
Wasserstein,Wasserstein
Wassmer,Wassmer
weck,Weck
wedeln,Wedeln
Weers,Weers
Wehrle,Wehrle
Wehrli,Wehrli
Wehrmacht,Wehrmacht
Weiand,Weiand
Weichel,Weichel
Weichselbaum,Weichselbaum
Weichselstadt,Weichselstadt
Weidel,Weidel
Weidemann,Weidemann
Weidenbach,Weidenbach
Weidenfeld,Weidenfeld
Weider,Weider
Weigel,Weigel
Weigold,Weigold
Weihe,Weihe
Weik,Weik
Weikel,Weikel
Weimar,Weimar
Weinand,Weinand
Weinberg,Weinberg
Weinheimer,Weinheimer
Weinreb,Weinreb
Weinstein,Weinstein
Weinstock,Weinstock
Weintraub,Weintraub
Weinzierl,Weinzierl
Weirich,Weirich
Weiser,Weiser
Weishaupt,Weishaupt
Weisheit,Weisheit
weissbier,Weißbier
Weissmann,Weissmann
wels,Wels
weltanschauung,Weltanschauung
Weltansicht,Weltansicht
Weltbild,Weltbild
Weltpolitik,Weltpolitik
weltschmerz,Weltschmerz
Wemhoff,Wemhoff
Wenck,Wenck
Wendorf,Wendorf
Wendorff,Wendorff
Wenig,Wenig
Weninger,Weninger
Wenke,Wenke
Wenninger,Wenninger
Wenzl,Wenzl
Werber,Werber
Wermuth,Wermuth
Wernick,Wernick
Wertheim,Wertheim
wertrational,wertrational
Wertzberger,Wertzberger
Wesche,Wesche
Wesenberg,Wesenberg
Wessman,Wessmann
Westfalish,Westfälisch
Westmünsterländisch,Westmünsterländisch
Westrum,Westrum
Westrup,Westrup
Wetli,Wetli
Wettstein,Wettstein
Wetz,Wetz
Weygandt,Weygandt
wheedle,*wēþlōną
Wicke,Wicke
Widder,Widder
Widhalm,Widhalm
Wieberg,Wieberg
Wiebusch,Wiebusch
Wied,Wied
Wiederhold,Wiederhold
Wiedmann,Wiedmann
Wiegers,Wiegers
Wiegmann,Wiegmann
Wiehe,Wiehe
Wiemann,Wiemann
Wiemers,Wiemers
Wiener schnitzel,Wiener Schnitzel
Wiesbaden,Wiesbaden
Wiese,Wiese
Wiesemann,Wiesemann
Wigand,Wigand
Wilberg,Wilberg
Wilhelm,Wilhelm
Wille zur Macht,Wille zur Macht
Willenbring,Willenbring
Willers,Willers
Willert,Willert
Willi,Willi
Willwerth,Willwerth
Windisch,Windisch
windwatt,Windwatt
Winkels,Winkels
Winker,Winker
Winterkorn,Winterkorn
Winterstein,Winterstein
Winzer,Winzer
wisent,Wisent
Wiss,Wiss
Wissel,Wissel
Wisser,Wisser
Wittenburg,Wittenburg
Wittman,Wittmann
Wittmann,Wittmann
Wittner,Wittner
Witwer,Witwer
Witzelsucht,Witzelsucht
wodanium,Wodanium
Woehler,Wöhler
Woeste,Wöste
Wohl,Wohl
Wohlgemuth,Wohlgemuth
Woldt,Woldt
Wolf,wolf
Wolfenstein,Wolfenstein
Wolfgang,Wolfgang
wolfram,Wolfram
wolfsangel,Wolfsangel
Wolken,Wolken
Wollner,Wollner
wolpertinger,Wolpertinger
Wormuth,Wormuth
Worst,Worst
Wotanism,Wotan
Wruck,Wruck
Wuest,Wüst
Wulst,Wulst
Wunderkammer,Wunderkammer
wunderkind,Wunderkind
Wurlitzer,Wurlitzer
wurst,Wurst
Württemberg,Württemberg
wurzel,Wurzel
Wurzer,Wurzer
yager,Jäger
Yantis,Janz
Yeager,Jäger
yurt,Jurte
Zabel,Zabel
Zahn,Zahn
Zamzow,Zamzow
zander,Zander
Zanger,Zanger
Zarling,Zarling
Zaun,Zaun
Zeiner,Zeiner
Zeisler,Zeisler
Zeiss,Zeiß
zeitgeber,Zeitgeber
zeitgeist,Zeitgeist
zeitnot,Zeitnot
Zeller,Zeller
Zellner,Zellner
Zemke,Zemke
Zener,Zener
Zenger,Zenger
Zenker,Zenker
Zenz,Zenz
zenzic,zenzi
Zeppelin,Zeppelin
Zermatt,please add this translation if you can
Zettel,Zettel
Zettelkasten,Zettelkasten
Zeug,Zeug
ziege,Ziege
Ziegenfuss,Ziegenfuss
Ziesmer,Ziesmer
Zietz,Zietz
zigeuner,Zigeuner
Ziggy,Siggi
Zilch,Zilch
Ziller,Ziller
Zimdars,Zimdars
Zimmermann,Zimmermann
zingel,Zingel
Zinke,Zinke
Zinsser,Zinsser
Zipser,Zipser
zircon,Zirkon
zischägge,Zischägge
zither,Zither
Zoeller,Zöller
Zoellner,Zöllner
zollpfund,Zollpfund
Zollverein,Zollverein
Zornhau,Zornhau
Zucker,Zucker
Zuckerberg,Zuckerberg
zuckergussleber,Zuckergussleber
Zuckerman,Zuckermann
Zuckermann,Zuckermann
Zufall,Zufall
zugunruhe,Zugunruhe
zugzwang,Zugzwang
Zuhlke,Zühlke
Zulauf,Zulauf
Zuleger,Zuleger
Zurich,Zürich
Zweifach,Zweifach
Zweihänder,Zweihänder
Zwergspitz,Zwergspitz
Zwilling,Zwilling
zwischenschach,Zwischenschach
zwitterion,Zwitterion
